Data,Regione,Cumulati positivi,Nuovi positivi,Deceduti,Nuovi morti,Attualmente positivi,Attualmente ricoverati,Ricoverati con sintomi,Terapia intensiva,Isolamento domiciliare,Dimessi guariti,Tamponi
Date,Region,Cumulative Positive ,New positives,Deceased,New dead,Currently positive ,Currently hospitalized,Hospitalized with symptoms,Intensive care,Home isolation,Discharged healed,Swabs
3/26/2020,Umbria,802,92,20,1,770,190,144,46,580,12,5428
3/26/2020,Abruzzo,946,133,63,11,860,344,280,64,516,23,5488
3/26/2020,Basilicata,134,21,1,0,133,38,22,16,95,0,1046
3/26/2020,Calabria,393,42,14,3,372,124,101,23,248,7,5933
3/26/2020,Campania,1310,111,83,9,1169,562,448,114,607,58,8346
3/26/2020,Molise,103,30,8,0,81,35,27,8,46,14,670
3/26/2020,Puglia,1182,89,65,17,1095,556,480,76,539,22,9191
3/26/2020,Sardegna,494,52,19,1,462,112,92,20,350,13,3461
3/26/2020,Sicilia,1164,170,33,8,1095,414,346,68,681,36,9658
3/26/2020,NA,80539,6153,8165,662,62013,28365,24753,3612,33648,10361,361060
3/25/2020,Lombardia,32346,1643,4474,296,20591,11262,10026,1236,9329,7281,81666
3/25/2020,Liguria,2305,189,254,23,1826,1074,927,147,752,225,6602
3/25/2020,Piemonte,6024,509,449,75,5556,2925,2544,381,2631,19,16655
3/25/2020,Valle d'Aosta,401,1,24,5,375,95,70,25,280,2,1200
3/25/2020,Emilia-Romagna,10054,800,1077,92,8256,3474,3180,294,4782,721,38045
3/25/2020,Friuli Venezia Giulia,1139,147,70,6,911,252,200,52,659,158,9494
3/25/2020,Veneto,6442,494,258,42,5745,1723,1407,316,4022,439,70877
3/25/2020,Trentino-Alto Adige,2080,189,117,23,1806,603,498,105,1203,157,10763
3/25/2020,Lazio,1901,173,95,15,1675,906,805,101,769,131,20669
3/25/2020,Marche,2934,198,287,56,2639,1086,938,148,1553,8,7896
3/25/2020,Toscana,2972,273,142,13,2776,1250,999,251,1526,54,17868
3/25/2020,Umbria,710,62,19,0,686,167,123,44,519,5,4707
3/25/2020,Abruzzo,813,124,52,6,738,307,248,59,431,23,4982
3/25/2020,Basilicata,113,21,1,0,112,34,20,14,78,0,857
3/25/2020,Calabria,351,32,11,1,333,116,93,23,217,7,5058
3/25/2020,Campania,1199,98,74,18,1072,441,318,123,631,53,6972
3/25/2020,Molise,73,0,8,0,53,33,26,7,20,12,580
3/25/2020,Puglia,1093,88,48,4,1023,413,349,64,610,22,8223
3/25/2020,Sardegna,442,21,18,3,412,101,82,19,311,12,3019
3/25/2020,Sicilia,994,148,25,5,936,339,259,80,597,33,8312
3/25/2020,NA,74386,5210,7503,683,57521,26601,23112,3489,30920,9362,324445
3/24/2020,Lombardia,30703,1942,4178,402,19868,10905,9711,1194,8963,6657,76695
3/24/2020,Liguria,2116,192,231,19,1692,950,803,147,742,193,5992
3/24/2020,Piemonte,5515,654,374,59,5124,2764,2404,360,2360,17,15469
3/24/2020,Valle d'Aosta,400,7,19,7,379,91,71,20,288,2,1180
3/24/2020,Emilia-Romagna,9254,719,985,93,7711,3265,2974,291,4446,558,33527
3/24/2020,Friuli Venezia Giulia,992,62,64,10,848,244,195,49,604,80,8526
3/24/2020,Veneto,5948,443,216,24,5351,1622,1318,304,3729,381,66178
3/24/2020,Trentino-Alto Adige,1891,144,94,24,1674,561,474,87,1113,123,10221
3/24/2020,Lazio,1728,188,80,17,1545,841,747,94,704,103,18371
3/24/2020,Marche,2736,167,231,28,2497,1011,862,149,1486,8,7229
3/24/2020,Toscana,2699,238,129,20,2519,1162,918,244,1357,51,15701
3/24/2020,Umbria,648,71,19,3,624,148,105,43,476,5,4108
3/24/2020,Abruzzo,689,26,46,8,622,291,234,57,331,21,4294
3/24/2020,Basilicata,92,2,1,0,91,26,14,12,65,0,744
3/24/2020,Calabria,319,27,10,3,304,109,88,21,195,5,4486
3/24/2020,Campania,1101,75,56,7,992,526,345,181,466,53,6297
3/24/2020,Molise,73,6,8,1,55,34,27,7,21,10,572
3/24/2020,Puglia,1005,99,44,7,940,374,317,57,566,21,7345
3/24/2020,Sardegna,421,62,15,4,395,99,80,19,296,11,2859
3/24/2020,Sicilia,846,125,20,7,799,310,250,60,489,27,7170
3/24/2020,NA,69176,5249,6820,743,54030,25333,21937,3396,28697,8326,296964
3/23/2020,Lombardia,28761,1555,3776,320,18910,10449,9266,1183,8461,6075,73242
3/23/2020,Liguria,1924,259,212,41,1553,894,761,133,659,159,5538
3/23/2020,Piemonte,4861,441,315,32,4529,2537,2194,343,1992,17,13560
3/23/2020,Valle d'Aosta,393,29,12,3,379,89,69,20,290,2,1098
3/23/2020,Emilia-Romagna,8535,980,892,76,7220,3122,2846,276,4098,423,31200
3/23/2020,Friuli Venezia Giulia,930,56,54,7,771,226,185,41,545,105,7424
3/23/2020,Veneto,5505,383,192,23,4986,1487,1206,281,3499,327,61115
3/23/2020,Trentino-Alto Adige,1747,115,70,12,1602,473,394,79,1129,75,9234
3/23/2020,Lazio,1540,157,63,10,1414,814,718,96,600,63,18371
3/23/2020,Marche,2569,148,203,19,2358,1030,882,148,1328,8,6782
3/23/2020,Toscana,2461,184,109,18,2301,1076,838,238,1225,51,13851
3/23/2020,Umbria,577,56,16,0,556,148,106,42,408,5,3561
3/23/2020,Abruzzo,663,76,38,5,605,280,228,52,325,20,3674
3/23/2020,Basilicata,90,9,1,1,89,27,15,12,62,0,696
3/23/2020,Calabria,292,19,7,-1,280,102,82,20,178,5,4073
3/23/2020,Campania,1026,90,49,20,929,376,266,110,553,48,5813
3/23/2020,Molise,67,1,7,0,50,32,25,7,18,10,532
3/23/2020,Puglia,906,120,37,6,862,330,285,45,532,7,6761
3/23/2020,Sardegna,359,20,11,4,343,94,76,18,249,5,2568
3/23/2020,Sicilia,721,91,13,5,681,310,250,60,371,27,6375
3/23/2020,NA,63927,4789,6077,601,50418,23896,20692,3204,26522,7432,275468
3/22/2020,Lombardia,27206,1691,3456,361,17885,10581,9439,1142,7304,5865,70598
3/22/2020,Liguria,1665,229,171,19,1351,868,736,132,483,143,4995
3/22/2020,Piemonte,4420,668,283,45,4127,2426,2118,308,1701,10,12701
3/22/2020,Valle d'Aosta,364,51,9,1,354,84,63,21,270,1,950
3/22/2020,Emilia-Romagna,7555,850,816,101,6390,2698,2429,269,3692,349,28022
3/22/2020,Friuli Venezia Giulia,874,84,47,5,738,210,163,47,528,89,6761
3/22/2020,Veneto,5122,505,169,23,4644,1368,1113,255,3276,309,57671
3/22/2020,Trentino-Alto Adige,1632,229,58,10,1533,459,381,78,1074,41,8768
3/22/2020,Lazio,1383,193,53,3,1272,750,671,79,522,58,17845
3/22/2020,Marche,2421,268,184,30,2231,954,816,138,1277,6,6391
3/22/2020,Toscana,2277,265,91,19,2144,921,706,215,1223,42,13264
3/22/2020,Umbria,521,59,16,6,500,132,97,35,368,5,3135
3/22/2020,Abruzzo,587,58,33,11,539,267,218,49,272,15,3375
3/22/2020,Basilicata,81,15,0,0,81,23,13,10,58,0,643
3/22/2020,Calabria,273,38,8,3,260,94,77,17,166,5,3666
3/22/2020,Campania,936,92,29,7,866,342,243,99,524,41,4943
3/22/2020,Molise,66,5,7,0,52,31,24,7,21,7,532
3/22/2020,Puglia,786,111,31,2,748,289,252,37,459,7,6160
3/22/2020,Sardegna,339,9,7,3,327,83,67,16,244,5,2402
3/22/2020,Sicilia,630,140,8,2,596,275,220,55,321,26,5580
3/22/2020,NA,59138,5560,5476,651,46638,22855,19846,3009,23783,7024,258402
3/21/2020,Lombardia,25515,3251,3095,546,17370,9351,8258,1093,8019,5050,66730
3/21/2020,Liguria,1436,215,152,33,1159,727,598,129,432,125,4304
3/21/2020,Piemonte,3752,291,238,29,3506,2277,1976,301,1229,8,10701
3/21/2020,Valle d'Aosta,313,49,8,1,304,77,62,15,227,1,884
3/21/2020,Emilia-Romagna,6705,737,715,75,5661,2532,2267,265,3129,329,24620
3/21/2020,Friuli Venezia Giulia,790,134,42,4,666,189,152,37,477,82,5955
3/21/2020,Veneto,4617,586,146,15,4214,1191,942,249,3023,257,53642
3/21/2020,Trentino-Alto Adige,1403,213,48,18,1320,429,360,69,891,35,7835
3/21/2020,Lazio,1190,182,50,7,1086,661,591,70,425,54,13889
3/21/2020,Marche,2153,172,154,17,1997,883,742,141,1114,2,5740
3/21/2020,Toscana,2012,219,72,25,1905,866,664,202,1039,35,11909
3/21/2020,Umbria,462,67,10,3,447,121,92,29,326,5,2712
3/21/2020,Abruzzo,529,80,22,5,494,229,185,44,265,13,3035
3/21/2020,Basilicata,66,14,0,0,66,19,12,7,47,0,522
3/21/2020,Calabria,235,28,5,1,225,89,73,16,136,5,3050
3/21/2020,Campania,844,95,22,5,793,320,233,87,473,29,4448
3/21/2020,Molise,61,11,7,2,47,27,21,6,20,7,449
3/21/2020,Puglia,675,94,29,3,642,242,209,33,400,4,5617
3/21/2020,Sardegna,330,37,4,2,321,81,65,16,240,5,2297
3/21/2020,Sicilia,490,82,6,2,458,254,206,48,204,26,4883
3/21/2020,NA,53578,6557,4825,793,42681,20565,17708,2857,22116,6072,233222
3/20/2020,Lombardia,22264,2380,2549,381,15420,8785,7735,1050,6635,4295,57174
3/20/2020,Liguria,1221,162,119,28,1001,694,573,121,307,101,3794
3/20/2020,Piemonte,3461,529,209,34,3244,1821,1541,280,1423,8,9975
3/20/2020,Valle d'Aosta,264,49,7,1,257,63,54,9,194,0,814
3/20/2020,Emilia-Romagna,5968,754,640,109,5089,2350,2083,267,2739,239,20753
3/20/2020,Friuli Venezia Giulia,656,57,38,2,555,175,143,32,380,63,4964
3/20/2020,Veneto,4031,547,131,16,3677,1079,843,236,2598,223,49288
3/20/2020,Trentino-Alto Adige,1190,231,30,4,1130,355,297,58,775,30,7089
3/20/2020,Lazio,1008,185,43,5,912,584,537,47,328,53,13889
3/20/2020,Marche,1981,244,137,22,1844,842,704,138,1002,0,5170
3/20/2020,Toscana,1793,311,47,9,1713,790,601,189,923,33,10405
3/20/2020,Umbria,395,61,7,5,384,99,75,24,285,4,2303
3/20/2020,Abruzzo,449,64,17,6,422,238,190,48,184,10,2695
3/20/2020,Basilicata,52,15,0,0,52,13,8,5,39,0,443
3/20/2020,Calabria,207,38,4,1,201,87,71,16,114,2,2690
3/20/2020,Campania,749,97,17,0,702,171,130,41,531,30,3845
3/20/2020,Molise,50,4,5,3,39,26,20,6,13,6,426
3/20/2020,Puglia,581,103,26,1,551,222,191,31,329,4,4789
3/20/2020,Sardegna,293,87,2,0,288,71,56,15,217,3,1912
3/20/2020,Sicilia,408,68,4,0,379,210,168,42,169,25,4468
3/20/2020,NA,47021,5986,4032,627,37860,18675,16020,2655,19185,5129,206886
3/19/2020,Lombardia,19884,2171,2168,209,13938,8393,7387,1006,5545,3778,52244
3/19/2020,Liguria,1059,172,91,18,883,603,491,112,280,85,3348
3/19/2020,Piemonte,2932,591,175,21,2754,2536,2279,257,218,3,8853
3/19/2020,Valle d'Aosta,215,50,6,3,209,56,47,9,153,0,608
3/19/2020,Emilia-Romagna,5214,689,531,73,4506,2160,1900,260,2346,177,18344
3/19/2020,Friuli Venezia Giulia,599,137,36,5,522,163,134,29,359,41,4052
3/19/2020,Veneto,3484,270,115,21,3169,980,771,209,2189,200,44658
3/19/2020,Trentino-Alto Adige,959,128,26,10,912,304,256,48,608,21,5771
3/19/2020,Lazio,823,99,38,6,741,471,426,45,270,44,11145
3/19/2020,Marche,1737,169,115,23,1622,797,656,141,825,0,4512
3/19/2020,Toscana,1482,152,38,16,1422,679,501,178,743,22,8873
3/19/2020,Umbria,334,87,2,0,328,90,69,21,238,4,1954
3/19/2020,Abruzzo,385,122,11,4,366,228,181,47,138,8,2409
3/19/2020,Basilicata,37,10,0,0,37,13,8,5,24,0,353
3/19/2020,Calabria,169,40,3,2,164,73,60,13,91,2,2342
3/19/2020,Campania,652,192,17,8,605,249,213,36,356,30,3544
3/19/2020,Molise,46,18,2,1,38,25,19,6,13,6,426
3/19/2020,Puglia,478,95,25,6,449,204,173,31,245,4,4046
3/19/2020,Sardegna,206,72,2,0,204,52,43,9,152,0,1334
3/19/2020,Sicilia,340,58,4,1,321,179,143,36,142,15,3961
3/19/2020,NA,41035,5322,3405,427,33190,18255,15757,2498,14935,4440,182777
3/18/2020,Lombardia,17713,1493,1959,319,12266,8209,7285,924,4057,3488,48983
3/18/2020,Liguria,887,109,73,13,744,501,401,100,243,70,2912
3/18/2020,Piemonte,2341,444,154,21,2187,2007,1780,227,180,0,7516
3/18/2020,Valle d'Aosta,165,29,3,1,162,44,41,3,118,0,486
3/18/2020,Emilia-Romagna,4525,594,458,65,3915,2031,1784,247,1884,152,15461
3/18/2020,Friuli Venezia Giulia,462,68,31,1,416,155,128,27,261,15,4958
3/18/2020,Veneto,3214,510,94,14,2953,841,646,195,2112,167,40841
3/18/2020,Trentino-Alto Adige,831,155,16,1,802,260,220,40,542,13,5031
3/18/2020,Lazio,724,117,32,9,650,418,374,44,232,42,11145
3/18/2020,Marche,1568,197,92,23,1476,757,638,119,719,0,4109
3/18/2020,Toscana,1330,277,22,5,1291,587,427,160,704,17,7606
3/18/2020,Umbria,247,50,2,1,241,75,54,21,166,4,1601
3/18/2020,Abruzzo,263,34,7,1,249,140,99,41,109,7,2054
3/18/2020,Basilicata,27,7,0,0,27,11,9,2,16,0,262
3/18/2020,Calabria,129,15,1,0,126,56,45,11,70,2,1668
3/18/2020,Campania,460,0,9,0,423,151,127,24,272,28,2685
3/18/2020,Molise,28,3,1,0,21,13,7,6,8,6,361
3/18/2020,Puglia,383,43,19,1,362,186,156,30,176,2,3433
3/18/2020,Sardegna,134,17,2,0,132,49,42,7,83,0,1135
3/18/2020,Sicilia,282,45,3,0,267,129,100,29,138,12,3294
3/18/2020,NA,35713,4207,2978,475,28710,16620,14363,2257,12090,4025,165541
3/17/2020,Lombardia,16220,1571,1640,220,12095,7832,6953,879,4263,2485,46449
3/17/2020,Liguria,778,111,60,10,661,384,299,85,277,57,2509
3/17/2020,Piemonte,1897,381,133,22,1764,1584,1378,206,180,0,6543
3/17/2020,Valle d'Aosta,136,31,2,0,134,41,35,6,93,0,398
3/17/2020,Emilia-Romagna,3931,409,393,47,3404,1789,1566,223,1615,134,14510
3/17/2020,Friuli Venezia Giulia,394,8,30,8,347,125,104,21,222,17,4958
3/17/2020,Veneto,2704,231,80,11,2488,719,548,171,1769,136,35478
3/17/2020,Trentino-Alto Adige,676,57,15,3,650,211,178,33,439,11,3876
3/17/2020,Lazio,607,84,23,4,550,358,314,44,192,34,9436
3/17/2020,Marche,1371,129,69,12,1302,708,599,109,594,0,3225
3/17/2020,Toscana,1053,187,17,3,1024,472,329,143,552,12,6727
3/17/2020,Umbria,197,33,1,0,192,57,36,21,135,4,1323
3/17/2020,Abruzzo,229,53,6,2,216,126,94,32,90,7,1688
3/17/2020,Basilicata,20,8,0,0,20,7,5,2,13,0,262
3/17/2020,Calabria,114,25,1,0,112,55,45,10,57,1,1293
3/17/2020,Campania,460,60,9,0,423,151,127,24,272,28,2685
3/17/2020,Molise,25,4,1,0,19,12,7,5,7,5,301
3/17/2020,Puglia,340,110,18,2,320,169,155,14,151,2,3077
3/17/2020,Sardegna,117,10,2,0,115,40,36,4,75,0,1003
3/17/2020,Sicilia,237,24,3,1,226,114,86,28,112,8,2916
3/17/2020,NA,31506,3526,2503,345,26062,14954,12894,2060,11108,2941,148657
3/16/2020,Lombardia,14649,1377,1420,202,10861,6994,6171,823,3867,2368,43565
3/16/2020,Liguria,667,108,50,17,575,328,255,73,247,42,2189
3/16/2020,Piemonte,1516,405,111,30,1405,1231,1045,186,174,0,5588
3/16/2020,Valle d'Aosta,105,48,2,1,103,33,28,5,70,0,287
3/16/2020,Emilia-Romagna,3522,429,346,62,3088,1559,1362,197,1529,88,13096
3/16/2020,Friuli Venezia Giulia,386,39,22,8,346,115,96,19,231,18,4851
3/16/2020,Veneto,2473,301,69,6,2274,654,498,156,1620,130,35052
3/16/2020,Trentino-Alto Adige,619,37,12,1,602,156,126,30,446,5,2746
3/16/2020,Lazio,523,87,19,3,472,298,267,31,174,32,9330
3/16/2020,Marche,1242,109,57,11,1185,638,528,110,547,0,3225
3/16/2020,Toscana,866,85,14,6,841,282,175,107,559,11,5910
3/16/2020,Umbria,164,21,1,0,159,45,30,15,114,4,1093
3/16/2020,Abruzzo,176,39,4,1,165,108,71,37,57,7,1533
3/16/2020,Basilicata,12,1,0,0,12,3,1,2,9,0,230
3/16/2020,Calabria,89,21,1,0,87,43,36,7,44,1,1030
3/16/2020,Campania,400,67,9,0,363,125,103,22,238,28,2517
3/16/2020,Molise,21,4,1,1,15,8,3,5,7,5,253
3/16/2020,Puglia,230,0,16,0,212,122,116,6,90,2,2017
3/16/2020,Sardegna,107,30,2,0,105,39,39,0,66,0,797
3/16/2020,Sicilia,213,25,2,0,203,95,75,20,108,8,2653
3/16/2020,NA,27980,3233,2158,349,23073,12876,11025,1851,10197,2749,137962
3/15/2020,Lombardia,13272,1587,1218,252,10043,6267,5500,767,3776,2011,40369
3/15/2020,Liguria,559,96,33,6,493,319,253,66,174,33,1973
3/15/2020,Piemonte,1111,238,81,22,1030,897,726,171,133,0,4375
3/15/2020,Valle d'Aosta,57,15,1,0,56,13,10,3,43,0,230
3/15/2020,Emilia-Romagna,3093,449,284,43,2741,1384,1215,169,1357,68,12054
3/15/2020,Friuli Venezia Giulia,347,46,14,1,316,110,98,12,206,17,3407
3/15/2020,Veneto,2172,235,63,8,1989,555,426,129,1434,120,32546
3/15/2020,Trentino-Alto Adige,582,203,11,6,566,146,123,23,420,5,2503
3/15/2020,Lazio,436,79,16,3,396,254,223,31,142,24,8345
3/15/2020,Marche,1133,234,46,10,1087,619,521,98,468,0,2946
3/15/2020,Toscana,781,151,8,2,763,282,175,107,481,10,5132
3/15/2020,Umbria,143,36,1,0,139,38,25,13,101,3,965
3/15/2020,Abruzzo,137,25,3,1,128,100,72,28,28,6,1419
3/15/2020,Basilicata,11,1,0,0,11,2,0,2,9,0,208
3/15/2020,Calabria,68,8,1,1,66,38,32,6,28,1,884
3/15/2020,Campania,333,61,9,3,296,95,73,22,201,28,2213
3/15/2020,Molise,17,0,0,0,17,7,3,4,10,0,248
3/15/2020,Puglia,230,64,16,8,212,122,116,6,90,2,2017
3/15/2020,Sardegna,77,30,2,2,75,16,16,0,59,0,613
3/15/2020,Sicilia,188,32,2,0,179,71,56,15,108,7,2452
3/15/2020,NA,24747,3590,1809,368,20603,11335,9663,1672,9268,2335,124899
3/14/2020,Lombardia,11685,1865,966,76,9059,5630,4898,732,3429,1660,37138
3/14/2020,Liguria,463,118,27,10,384,275,213,62,109,52,1750
3/14/2020,Piemonte,873,33,59,13,814,688,538,150,126,0,3680
3/14/2020,Valle d'Aosta,42,14,1,0,41,12,12,0,29,0,231
3/14/2020,Emilia-Romagna,2644,381,241,40,2349,1228,1076,152,1121,54,10043
3/14/2020,Friuli Venezia Giulia,301,44,13,3,271,78,67,11,193,17,3376
3/14/2020,Veneto,1937,342,55,13,1775,485,366,119,1290,107,26980
3/14/2020,Trentino-Alto Adige,379,91,5,1,369,113,94,19,256,5,2141
3/14/2020,Lazio,357,80,13,2,320,206,181,25,114,24,7335
3/14/2020,Marche,899,174,36,9,863,542,449,93,321,0,2561
3/14/2020,Toscana,630,160,6,1,614,247,160,87,367,10,4595
3/14/2020,Umbria,107,31,1,0,103,32,21,11,71,3,748
3/14/2020,Abruzzo,112,23,2,0,106,65,51,14,41,4,1232
3/14/2020,Basilicata,10,0,0,0,10,2,0,2,8,0,155
3/14/2020,Calabria,60,22,0,0,59,26,22,4,33,1,711
3/14/2020,Campania,272,52,6,4,243,89,72,17,154,23,1936
3/14/2020,Molise,17,0,0,0,17,8,5,3,9,0,247
3/14/2020,Puglia,166,37,8,3,156,97,91,6,59,2,1681
3/14/2020,Sardegna,47,4,0,0,47,14,14,0,33,0,530
3/14/2020,Sicilia,156,26,2,0,150,53,42,11,97,4,2100
3/14/2020,NA,21157,3497,1441,175,17750,9890,8372,1518,7860,1966,109170
3/13/2020,Lombardia,9820,1095,890,146,7732,5085,4435,650,2647,1198,32700
3/13/2020,Liguria,345,71,17,6,304,172,128,44,132,24,1442
3/13/2020,Piemonte,840,260,46,20,794,691,556,135,103,0,3105
3/13/2020,Valle d'Aosta,28,1,1,0,27,6,6,0,21,0,189
3/13/2020,Emilia-Romagna,2263,316,201,55,2011,1070,942,128,941,51,8787
3/13/2020,Friuli Venezia Giulia,257,90,10,2,236,67,59,8,169,11,3149
3/13/2020,Veneto,1595,211,42,10,1453,473,366,107,980,100,25691
3/13/2020,Trentino-Alto Adige,288,77,4,2,280,89,78,11,191,4,1657
3/13/2020,Lazio,277,77,11,2,242,146,122,24,96,24,6491
3/13/2020,Marche,725,133,27,5,698,422,337,85,276,0,2218
3/13/2020,Toscana,470,106,5,0,455,211,134,77,244,10,4049
3/13/2020,Umbria,76,12,1,1,73,21,11,10,52,2,576
3/13/2020,Abruzzo,89,5,2,0,83,56,42,14,27,4,958
3/13/2020,Basilicata,10,2,0,0,10,2,1,1,8,0,155
3/13/2020,Calabria,38,5,0,0,37,21,18,3,16,1,504
3/13/2020,Campania,220,41,2,1,213,79,60,19,134,5,1671
3/13/2020,Molise,17,1,0,0,17,8,5,3,9,0,243
3/13/2020,Puglia,129,25,5,0,121,79,77,2,42,3,1449
3/13/2020,Sardegna,43,4,0,0,43,12,12,0,31,0,504
3/13/2020,Sicilia,130,15,2,0,126,44,37,7,82,2,1950
3/13/2020,NA,17660,2547,1266,250,14955,8754,7426,1328,6201,1439,97488
3/12/2020,Lombardia,8725,1445,744,127,6896,4852,4247,605,2044,1085,29534
3/12/2020,Liguria,274,80,11,3,243,136,100,36,107,20,1174
3/12/2020,Piemonte,580,79,26,5,554,465,368,97,89,0,2879
3/12/2020,Valle d'Aosta,27,7,1,0,26,7,7,0,19,0,118
3/12/2020,Emilia-Romagna,1947,208,146,33,1758,926,814,112,832,43,7600
3/12/2020,Friuli Venezia Giulia,167,41,8,2,148,33,23,10,115,11,2604
3/12/2020,Veneto,1384,361,32,3,1297,445,360,85,852,55,23438
3/12/2020,Trentino-Alto Adige,211,59,2,2,205,73,64,9,132,4,1200
3/12/2020,Lazio,200,50,9,3,172,105,85,20,67,19,5592
3/12/2020,Marche,592,113,22,4,570,330,254,76,240,0,1907
3/12/2020,Toscana,364,44,5,4,352,159,100,59,193,7,3165
3/12/2020,Umbria,64,18,0,0,62,16,8,8,46,2,458
3/12/2020,Abruzzo,84,46,2,1,78,59,47,12,19,4,867
3/12/2020,Basilicata,8,0,0,0,8,2,1,1,6,0,155
3/12/2020,Calabria,33,14,0,0,32,16,14,2,16,1,483
3/12/2020,Campania,179,25,1,0,174,67,56,11,107,4,1551
3/12/2020,Molise,16,0,0,0,16,7,4,3,9,0,238
3/12/2020,Puglia,104,27,5,0,98,60,58,2,38,1,1269
3/12/2020,Sardegna,39,2,0,0,39,12,12,0,27,0,302
3/12/2020,Sicilia,115,32,2,2,111,33,28,5,78,2,1477
3/12/2020,NA,15113,2651,1016,189,12839,7803,6650,1153,5036,1258,86011
3/11/2020,Lombardia,7280,1489,617,149,5763,4412,3852,560,1351,900,25629
3/11/2020,Liguria,194,53,8,0,181,108,74,34,73,5,1025
3/11/2020,Piemonte,501,48,21,4,480,394,319,75,86,0,2431
3/11/2020,Valle d'Aosta,20,3,1,1,19,2,2,0,17,0,99
3/11/2020,Emilia-Romagna,1739,206,113,28,1588,849,745,104,739,38,6640
3/11/2020,Friuli Venezia Giulia,126,10,6,3,110,21,16,5,89,10,2073
3/11/2020,Veneto,1023,167,29,3,940,330,262,68,610,54,21400
3/11/2020,Trentino-Alto Adige,152,62,0,0,149,44,36,8,105,3,602
3/11/2020,Lazio,150,34,6,0,125,85,67,18,40,19,3591
3/11/2020,Marche,479,85,18,5,461,278,212,66,183,0,1656
3/11/2020,Toscana,320,56,1,0,314,141,87,54,173,5,2804
3/11/2020,Umbria,46,9,0,0,44,12,7,5,32,2,340
3/11/2020,Abruzzo,38,0,1,0,37,26,17,9,11,0,310
3/11/2020,Basilicata,8,1,0,0,8,2,1,1,6,0,155
3/11/2020,Calabria,19,6,0,0,17,12,10,2,5,2,405
3/11/2020,Campania,154,27,1,1,149,67,56,11,82,4,1375
3/11/2020,Molise,16,1,0,0,16,7,4,3,9,0,233
3/11/2020,Puglia,77,18,5,2,71,42,38,4,29,1,909
3/11/2020,Sardegna,37,17,0,0,37,10,10,0,27,0,283
3/11/2020,Sicilia,83,21,0,0,81,24,23,1,57,2,1194
3/11/2020,NA,12462,2313,827,196,10590,6866,5838,1028,3724,1045,73154
3/10/2020,Lombardia,5791,322,468,135,4427,3785,3319,466,642,896,21479
3/10/2020,Liguria,141,32,8,1,128,86,57,29,42,5,694
3/10/2020,Piemonte,453,103,17,4,436,372,306,66,64,0,2374
3/10/2020,Valle d'Aosta,17,2,0,0,17,2,2,0,15,0,89
3/10/2020,Emilia-Romagna,1533,147,85,15,1417,767,669,98,650,31,5494
3/10/2020,Friuli Venezia Giulia,116,23,3,2,110,33,27,6,77,3,1602
3/10/2020,Veneto,856,112,26,6,783,271,204,67,512,47,16643
3/10/2020,Trentino-Alto Adige,90,48,0,0,88,40,36,4,48,2,435
3/10/2020,Lazio,116,14,6,1,99,65,50,15,34,11,3591
3/10/2020,Marche,394,71,13,3,381,206,152,54,175,0,1437
3/10/2020,Toscana,264,56,1,0,260,131,91,40,129,3,2573
3/10/2020,Umbria,37,9,0,0,37,10,8,2,27,0,260
3/10/2020,Abruzzo,38,8,1,1,37,26,17,9,11,0,310
3/10/2020,Basilicata,7,2,0,0,7,2,2,0,5,0,148
3/10/2020,Calabria,13,2,0,0,11,10,8,2,1,2,360
3/10/2020,Campania,127,7,0,0,126,41,33,8,85,1,1141
3/10/2020,Molise,15,1,0,0,15,6,3,3,9,0,225
3/10/2020,Puglia,59,9,3,0,55,34,28,6,21,1,747
3/10/2020,Sardegna,20,1,0,0,20,9,9,0,11,0,204
3/10/2020,Sicilia,62,8,0,0,60,19,17,2,41,2,955
3/10/2020,NA,10149,977,631,168,8514,5915,5038,877,2599,1004,60761
3/9/2020,Lombardia,5469,1280,333,66,4490,3242,2802,440,1248,646,20135
3/9/2020,Liguria,109,31,7,1,97,77,60,17,20,5,611
3/9/2020,Piemonte,350,10,13,8,337,272,222,50,65,0,1681
3/9/2020,Valle d'Aosta,15,6,0,0,15,4,4,0,11,0,67
3/9/2020,Emilia-Romagna,1386,206,70,14,1286,666,576,90,620,30,4906
3/9/2020,Friuli Venezia Giulia,93,36,1,0,89,19,18,1,70,3,1344
3/9/2020,Veneto,744,74,20,2,694,237,186,51,457,30,15956
3/9/2020,Trentino-Alto Adige,42,10,0,0,42,20,18,2,22,0,303
3/9/2020,Lazio,102,15,5,2,94,63,55,8,31,3,1929
3/9/2020,Marche,323,51,10,3,313,183,136,47,130,0,1250
3/9/2020,Toscana,208,42,1,1,206,116,107,9,90,1,2018
3/9/2020,Umbria,28,2,0,0,28,6,4,2,22,0,183
3/9/2020,Abruzzo,30,13,0,0,30,25,25,0,5,0,237
3/9/2020,Basilicata,5,1,0,0,5,2,2,0,3,0,135
3/9/2020,Calabria,11,2,0,0,9,8,8,0,1,2,173
3/9/2020,Campania,120,19,0,0,119,50,42,8,69,1,980
3/9/2020,Molise,14,0,0,0,14,6,4,2,8,0,212
3/9/2020,Puglia,50,10,3,0,46,26,20,6,20,1,685
3/9/2020,Sardegna,19,8,0,0,19,8,8,0,11,0,185
3/9/2020,Sicilia,54,1,0,0,52,19,19,0,33,2,836
3/9/2020,NA,9172,1797,463,97,7985,5049,4316,733,2936,724,53826
