Data,Regione,Cumulati positivi,Nuovi positivi,Deceduti,Nuovi morti,Attualmente positivi,Attualmente ricoverati,Ricoverati con sintomi,Terapia intensiva,Isolamento domiciliare,Dimessi guariti,Tamponi
Date,Region,Cumulative Positive ,New positives,Deceased,New dead,Currently positive ,Currently hospitalized,Hospitalized with symptoms,Intensive care,Home isolation,Discharged healed,Swabs
5/27/2020,Lombardia,87801,384,15954,58,24037,3801,3626,175,20236,47810,697561
5/27/2020,Liguria,9589,39,1438,7,1269,219,205,14,1050,6882,98835
5/27/2020,Piemonte,30387,73,3828,16,6464,1186,1118,68,5278,20095,298571
5/27/2020,Valle d'Aosta,1181,0,143,0,27,18,17,1,9,1011,14459
5/27/2020,Emilia-Romagna,27627,16,4083,7,3998,537,459,78,3461,19546,301568
5/27/2020,Friuli Venezia Giulia,3255,4,331,2,356,52,51,1,304,2568,123063
5/27/2020,Veneto,19113,8,1895,9,2287,177,168,9,2110,14931,616691
5/27/2020,Trentino-Alto Adige,7015,7,753,1,648,53,46,7,595,5614,144516
5/27/2020,Lazio,7672,11,701,8,3488,1127,1062,65,2361,3483,242287
5/27/2020,Marche,6718,0,996,0,1450,103,90,13,1347,4272,98535
5/27/2020,Toscana,10082,12,1027,6,1460,163,132,31,1297,7595,238667
5/27/2020,Umbria,1431,0,75,0,32,15,13,2,17,1324,66219
5/27/2020,Abruzzo,3235,5,400,0,866,141,138,3,725,1969,70473
5/27/2020,Basilicata,399,0,27,0,36,7,7,0,29,336,27734
5/27/2020,Calabria,1158,1,96,0,190,36,35,1,154,872,65631
5/27/2020,Campania,4773,6,406,1,1146,281,275,6,865,3221,185724
5/27/2020,Molise,434,2,22,0,166,5,3,2,161,246,13629
5/27/2020,Puglia,4479,10,495,1,1513,187,170,17,1326,2471,109499
5/27/2020,Sardegna,1355,1,130,0,215,43,41,2,172,1010,53294
5/27/2020,Sicilia,3435,5,272,1,1318,83,73,10,1235,1845,140295
5/27/2020,NA,231139,584,33072,117,50966,8234,7729,505,42732,147101,3607251
5/26/2020,Lombardia,87417,159,15896,22,24477,3805,3622,183,20672,47044,685058
5/26/2020,Liguria,9550,53,1431,6,1438,242,223,19,1196,6681,96678
5/26/2020,Piemonte,30314,86,3812,14,6941,1232,1162,70,5709,19561,293473
5/26/2020,Valle d'Aosta,1181,2,143,0,31,18,17,1,13,1007,14262
5/26/2020,Emilia-Romagna,27611,24,4076,8,4146,573,493,80,3573,19389,297854
5/26/2020,Friuli Venezia Giulia,3251,11,329,0,375,60,59,1,315,2547,121412
5/26/2020,Veneto,19105,8,1886,8,2431,188,177,11,2243,14788,602252
5/26/2020,Trentino-Alto Adige,7008,10,752,3,692,60,52,8,632,5564,142613
5/26/2020,Lazio,7661,18,693,5,3538,1142,1083,59,2396,3430,238967
5/26/2020,Marche,6718,2,996,1,1575,107,94,13,1468,4147,97285
5/26/2020,Toscana,10070,3,1021,6,1522,179,145,34,1343,7527,234796
5/26/2020,Umbria,1431,1,75,0,42,14,12,2,28,1314,65013
5/26/2020,Abruzzo,3230,3,400,0,909,145,142,3,764,1921,68733
5/26/2020,Basilicata,399,0,27,0,36,8,8,0,28,336,27197
5/26/2020,Calabria,1157,0,96,0,238,42,41,1,196,823,64514
5/26/2020,Campania,4767,12,405,0,1184,291,286,5,893,3178,179845
5/26/2020,Molise,432,0,22,0,174,7,5,2,167,236,13452
5/26/2020,Puglia,4469,2,494,3,1539,189,172,17,1350,2436,106873
5/26/2020,Sardegna,1354,0,130,1,224,43,41,2,181,1000,51968
5/26/2020,Sicilia,3430,3,271,1,1430,93,83,10,1337,1729,137682
5/26/2020,NA,230555,397,32955,78,52942,8438,7917,521,44504,144658,3539927
5/25/2020,Lombardia,87258,148,15874,34,25215,3917,3721,196,21298,46169,675882
5/25/2020,Liguria,9497,17,1425,6,1556,254,236,18,1302,6516,94472
5/25/2020,Piemonte,30228,48,3798,15,7496,1299,1227,72,6197,18934,288018
5/25/2020,Valle d'Aosta,1179,1,143,0,33,20,19,1,13,1003,14175
5/25/2020,Emilia-Romagna,27587,29,4068,13,4359,596,514,82,3763,19160,294181
5/25/2020,Friuli Venezia Giulia,3240,4,329,0,386,63,62,1,323,2525,120123
5/25/2020,Veneto,19097,11,1878,9,2578,189,179,10,2389,14641,590179
5/25/2020,Trentino-Alto Adige,6998,1,749,1,701,65,56,9,636,5548,141529
5/25/2020,Lazio,7643,16,688,4,3554,1145,1085,60,2409,3401,235840
5/25/2020,Marche,6716,2,995,1,1662,108,95,13,1554,4059,96270
5/25/2020,Toscana,10067,5,1015,2,1636,189,152,37,1447,7416,230273
5/25/2020,Umbria,1430,0,75,0,46,17,15,2,29,1309,63916
5/25/2020,Abruzzo,3227,1,400,2,1046,152,149,3,894,1781,67468
5/25/2020,Basilicata,399,0,27,0,36,13,13,0,23,336,26634
5/25/2020,Calabria,1157,0,96,0,264,43,42,1,221,797,63508
5/25/2020,Campania,4755,6,405,0,1213,294,287,7,919,3137,175466
5/25/2020,Molise,432,0,22,0,177,7,5,2,170,233,13315
5/25/2020,Puglia,4467,9,491,4,1678,205,190,15,1473,2298,104670
5/25/2020,Sardegna,1354,2,129,0,231,52,49,3,179,994,51073
5/25/2020,Sicilia,3427,4,270,1,1433,98,89,9,1335,1724,135261
5/25/2020,NA,230158,300,32877,92,55300,8726,8185,541,46574,141981,3482253
5/24/2020,Lombardia,87110,285,15840,0,25614,4214,4017,197,21400,45656,670241
5/24/2020,Liguria,9480,53,1419,5,1624,265,247,18,1359,6437,93173
5/24/2020,Piemonte,30180,43,3783,12,7703,1358,1283,75,6345,18694,285160
5/24/2020,Valle d'Aosta,1178,1,143,0,32,24,23,1,8,1003,14079
5/24/2020,Emilia-Romagna,27558,45,4055,8,4457,602,519,83,3855,19046,291876
5/24/2020,Friuli Venezia Giulia,3236,3,329,2,412,63,62,1,349,2495,118852
5/24/2020,Veneto,19086,17,1869,4,2660,196,185,11,2464,14557,582709
5/24/2020,Trentino-Alto Adige,6997,12,748,1,730,66,57,9,664,5519,140361
5/24/2020,Lazio,7627,20,684,8,3569,1149,1088,61,2420,3374,233498
5/24/2020,Marche,6714,13,994,1,1692,114,101,13,1578,4028,95715
5/24/2020,Toscana,10062,15,1013,2,1700,186,148,38,1514,7349,229135
5/24/2020,Umbria,1430,0,75,1,53,17,15,2,36,1302,63717
5/24/2020,Abruzzo,3226,5,398,4,1092,152,149,3,940,1736,66486
5/24/2020,Basilicata,399,1,27,0,39,14,13,1,25,333,26111
5/24/2020,Calabria,1157,0,96,0,275,44,43,1,231,786,62952
5/24/2020,Campania,4749,5,405,1,1268,319,311,8,949,3076,172106
5/24/2020,Molise,432,1,22,0,183,8,6,2,175,227,13226
5/24/2020,Puglia,4458,10,487,1,1793,221,204,17,1572,2178,103570
5/24/2020,Sardegna,1356,0,129,0,245,54,51,3,191,982,50796
5/24/2020,Sicilia,3423,2,269,0,1453,100,91,9,1353,1701,133249
5/24/2020,NA,229858,531,32785,50,56594,9166,8613,553,47428,140479,3447012
5/23/2020,Lombardia,86825,441,15840,56,25630,4225,4026,199,21405,45355,658784
5/23/2020,Liguria,9427,38,1414,7,1734,267,247,20,1467,6279,91735
5/23/2020,Piemonte,30137,60,3771,14,8025,1367,1291,76,6658,18341,281897
5/23/2020,Valle d'Aosta,1177,0,143,0,35,25,23,2,10,999,13828
5/23/2020,Emilia-Romagna,27513,43,4047,10,4570,608,524,84,3962,18896,287382
5/23/2020,Friuli Venezia Giulia,3233,6,327,2,459,64,63,1,395,2447,116689
5/23/2020,Veneto,19069,10,1865,11,2841,219,205,14,2622,14363,572834
5/23/2020,Trentino-Alto Adige,6985,7,747,1,779,72,63,9,707,5459,137856
5/23/2020,Lazio,7607,18,676,7,3581,1157,1097,60,2424,3350,230743
5/23/2020,Marche,6701,4,993,3,1713,115,100,15,1598,3995,94657
5/23/2020,Toscana,10047,12,1011,2,1766,197,157,40,1569,7270,226046
5/23/2020,Umbria,1430,1,74,0,56,17,15,2,39,1300,63009
5/23/2020,Abruzzo,3221,1,394,0,1168,160,156,4,1008,1659,65290
5/23/2020,Basilicata,398,4,27,0,41,15,14,1,26,330,25511
5/23/2020,Calabria,1157,0,96,0,288,44,43,1,244,773,61892
5/23/2020,Campania,4744,11,404,0,1273,305,295,10,968,3067,166692
5/23/2020,Molise,431,5,22,0,189,10,8,2,179,220,13017
5/23/2020,Puglia,4448,8,486,4,1805,232,215,17,1573,2157,101738
5/23/2020,Sardegna,1356,0,129,1,287,64,58,6,223,940,49675
5/23/2020,Sicilia,3421,0,269,1,1512,104,95,9,1408,1640,131913
5/23/2020,NA,229327,669,32735,119,57752,9267,8695,572,48485,138840,3391188
5/22/2020,Lombardia,86384,293,15784,57,25933,4235,4028,207,21698,44667,641593
5/22/2020,Liguria,9389,45,1407,10,1908,288,269,19,1620,6074,89529
5/22/2020,Piemonte,30077,87,3757,15,8452,1493,1414,79,6959,17868,276633
5/22/2020,Valle d'Aosta,1177,1,143,0,43,24,22,2,19,991,13531
5/22/2020,Emilia-Romagna,27470,53,4037,12,4730,641,552,89,4089,18703,282857
5/22/2020,Friuli Venezia Giulia,3227,12,325,2,485,70,68,2,415,2417,114062
5/22/2020,Veneto,19059,21,1854,13,3023,227,215,12,2796,14182,559933
5/22/2020,Trentino-Alto Adige,6978,13,746,0,831,75,66,9,756,5401,134189
5/22/2020,Lazio,7589,31,669,7,3635,1178,1111,67,2457,3285,227090
5/22/2020,Marche,6697,8,990,0,1768,116,101,15,1652,3939,93549
5/22/2020,Toscana,10035,35,1009,5,1786,204,162,42,1582,7240,222505
5/22/2020,Umbria,1429,0,74,0,59,18,16,2,41,1296,61696
5/22/2020,Abruzzo,3220,8,394,3,1179,161,157,4,1018,1647,63956
5/22/2020,Basilicata,394,0,27,0,49,16,15,1,33,318,25045
5/22/2020,Calabria,1157,1,96,0,302,48,47,1,254,759,60847
5/22/2020,Campania,4733,10,404,1,1292,321,312,9,971,3037,161825
5/22/2020,Molise,426,3,22,0,184,10,8,2,174,220,12616
5/22/2020,Puglia,4440,27,482,4,1838,250,233,17,1588,2120,99702
5/22/2020,Sardegna,1356,0,128,1,306,64,58,6,242,922,48189
5/22/2020,Sicilia,3421,4,268,0,1519,113,103,10,1406,1634,129431
5/22/2020,NA,228658,652,32616,130,59322,9552,8957,595,49770,136720,3318778
5/21/2020,Lombardia,86091,316,15727,65,26715,4345,4119,226,22370,43649,622565
5/21/2020,Liguria,9344,55,1397,11,2075,305,283,22,1770,5872,87011
5/21/2020,Piemonte,29990,105,3742,24,8710,1562,1479,83,7148,17538,271286
5/21/2020,Valle d'Aosta,1176,1,143,0,43,27,26,1,16,990,13261
5/21/2020,Emilia-Romagna,27417,53,4025,17,4926,684,592,92,4242,18466,278917
5/21/2020,Friuli Venezia Giulia,3215,6,323,1,578,74,72,2,504,2314,111541
5/21/2020,Veneto,19038,8,1841,9,3286,252,237,15,3034,13911,548573
5/21/2020,Trentino-Alto Adige,6965,10,746,0,316,101,90,11,215,5903,130953
5/21/2020,Lazio,7558,25,662,15,3637,1178,1110,68,2459,3259,222071
5/21/2020,Marche,6689,12,990,3,1832,127,111,16,1705,3867,91885
5/21/2020,Toscana,10000,18,1004,6,1877,210,169,41,1667,7119,218615
5/21/2020,Umbria,1429,2,74,0,61,19,17,2,42,1294,60471
5/21/2020,Abruzzo,3212,7,391,2,1272,180,175,5,1092,1549,62161
5/21/2020,Basilicata,394,1,27,0,60,16,15,1,44,307,24537
5/21/2020,Calabria,1156,0,96,0,326,48,47,1,278,734,59724
5/21/2020,Campania,4723,9,403,2,1373,321,312,9,1052,2947,155842
5/21/2020,Molise,423,1,22,0,194,10,8,2,184,207,12253
5/21/2020,Puglia,4413,6,478,0,1839,256,236,20,1583,2096,97589
5/21/2020,Sardegna,1356,1,127,1,318,76,64,12,242,911,46795
5/21/2020,Sicilia,3417,6,268,0,1522,118,107,11,1404,1627,127348
5/21/2020,NA,228006,642,32486,156,60960,9909,9269,640,51051,134560,3243398
5/20/2020,Lombardia,85775,294,15662,65,26671,4512,4281,231,22159,43442,607863
5/20/2020,Liguria,9289,32,1386,10,2178,332,310,22,1846,5725,85140
5/20/2020,Piemonte,29885,158,3718,39,9151,1609,1513,96,7542,17016,264624
5/20/2020,Valle d'Aosta,1175,0,143,0,46,26,25,1,20,986,12920
5/20/2020,Emilia-Romagna,27364,50,4008,11,5098,722,626,96,4376,18258,274362
5/20/2020,Friuli Venezia Giulia,3209,6,322,2,596,78,76,2,518,2291,108671
5/20/2020,Veneto,19030,33,1832,12,3532,271,255,16,3261,13666,536798
5/20/2020,Trentino-Alto Adige,6955,10,746,0,398,93,82,11,305,5811,128341
5/20/2020,Lazio,7533,28,647,7,3786,1193,1119,74,2593,3100,217849
5/20/2020,Marche,6677,2,987,1,1974,141,125,16,1833,3716,90093
5/20/2020,Toscana,9982,14,998,6,2117,223,178,45,1894,6867,214299
5/20/2020,Umbria,1427,0,74,0,66,27,25,2,39,1287,59220
5/20/2020,Abruzzo,3205,8,389,0,1317,191,185,6,1126,1499,61123
5/20/2020,Basilicata,393,0,27,0,73,23,22,1,50,293,23986
5/20/2020,Calabria,1156,3,96,1,353,50,49,1,303,707,58468
5/20/2020,Campania,4714,7,401,2,1442,330,318,12,1112,2871,150764
5/20/2020,Molise,422,0,22,0,198,9,7,2,189,202,12158
5/20/2020,Puglia,4407,11,478,5,1902,263,242,21,1639,2027,95895
5/20/2020,Sardegna,1355,1,126,0,331,78,68,10,253,898,45572
5/20/2020,Sicilia,3411,8,268,0,1523,129,118,11,1394,1620,123573
5/20/2020,NA,227364,665,32330,161,62752,10300,9624,676,52452,132282,3171719
5/19/2020,Lombardia,85481,462,15597,54,27291,4670,4426,244,22621,42593,596355
5/19/2020,Liguria,9257,66,1376,9,2264,360,338,22,1904,5617,83593
5/19/2020,Piemonte,29727,108,3679,47,9635,1675,1579,96,7960,16413,258489
5/19/2020,Valle d'Aosta,1175,1,143,0,49,27,26,1,22,983,12663
5/19/2020,Emilia-Romagna,27314,47,3997,11,5330,769,670,99,4561,17987,268200
5/19/2020,Friuli Venezia Giulia,3203,5,320,0,600,78,76,2,522,2283,105656
5/19/2020,Veneto,18997,47,1820,17,3754,277,259,18,3477,13423,523800
5/19/2020,Trentino-Alto Adige,6945,12,746,2,512,102,88,14,410,5687,126217
5/19/2020,Lazio,7505,20,640,12,3786,1198,1124,74,2588,3079,213877
5/19/2020,Marche,6675,3,986,2,2128,161,144,17,1967,3561,89985
5/19/2020,Toscana,9968,7,992,3,2323,246,190,56,2077,6653,209161
5/19/2020,Umbria,1427,3,74,1,66,27,25,2,39,1287,57822
5/19/2020,Abruzzo,3197,4,389,1,1389,194,188,6,1195,1419,58945
5/19/2020,Basilicata,393,1,27,0,84,27,26,1,57,282,23347
5/19/2020,Calabria,1153,2,95,0,382,52,50,2,330,676,57310
5/19/2020,Campania,4707,12,399,0,1518,347,330,17,1171,2790,147225
5/19/2020,Molise,422,0,22,0,212,11,9,2,201,188,11592
5/19/2020,Puglia,4396,10,473,2,1941,269,247,22,1672,1982,93834
5/19/2020,Sardegna,1354,1,126,0,341,80,71,9,261,887,44413
5/19/2020,Sicilia,3403,8,268,1,1524,137,125,12,1387,1611,122040
5/19/2020,NA,226699,813,32169,162,65129,10707,9991,716,54422,129401,3104524
5/18/2020,Lombardia,85019,175,15543,24,27073,4734,4482,252,22339,42403,581437
5/18/2020,Liguria,9191,32,1367,12,2339,383,360,23,1956,5485,81485
5/18/2020,Piemonte,29619,72,3632,20,9874,1688,1589,99,8186,16113,253479
5/18/2020,Valle d'Aosta,1174,1,143,0,60,30,30,0,30,971,12327
5/18/2020,Emilia-Romagna,27267,35,3986,13,5525,813,708,105,4712,17756,263888
5/18/2020,Friuli Venezia Giulia,3198,7,320,1,621,84,81,3,537,2257,104874
5/18/2020,Veneto,18950,9,1803,9,4004,285,263,22,3719,13143,513021
5/18/2020,Trentino-Alto Adige,6933,14,744,1,555,107,93,14,448,5634,125034
5/18/2020,Lazio,7485,39,628,6,3826,1210,1137,73,2616,3031,209472
5/18/2020,Marche,6678,11,984,0,2315,173,156,17,2142,3379,89085
5/18/2020,Toscana,9961,13,989,5,2573,263,197,66,2310,6399,205201
5/18/2020,Umbria,1424,0,73,0,77,26,24,2,51,1274,56279
5/18/2020,Abruzzo,3193,7,388,3,1413,197,191,6,1216,1392,57897
5/18/2020,Basilicata,392,0,27,0,93,30,29,1,63,272,22581
5/18/2020,Calabria,1151,0,95,0,401,55,53,2,346,655,56167
5/18/2020,Campania,4695,11,399,3,1673,359,342,17,1314,2623,143478
5/18/2020,Molise,422,11,22,0,217,11,9,2,206,183,11514
5/18/2020,Puglia,4386,7,471,1,1995,276,254,22,1719,1920,91901
5/18/2020,Sardegna,1353,0,126,1,380,82,72,10,298,847,43387
5/18/2020,Sicilia,3395,7,267,0,1539,150,137,13,1389,1589,118859
5/18/2020,NA,225886,451,32007,99,66553,10956,10207,749,55597,127326,3041366
5/17/2020,Lombardia,84844,326,15519,69,27430,4735,4480,255,22695,41895,576359
5/17/2020,Liguria,9159,48,1355,9,2456,384,360,24,2072,5348,80154
5/17/2020,Piemonte,29547,64,3612,18,10239,1721,1620,101,8518,15696,249371
5/17/2020,Valle d'Aosta,1173,0,143,1,68,31,31,0,37,962,12169
5/17/2020,Emilia-Romagna,27232,50,3973,13,5656,832,721,111,4824,17603,261106
5/17/2020,Friuli Venezia Giulia,3191,8,319,0,654,83,80,3,571,2218,104056
5/17/2020,Veneto,18941,13,1794,11,4041,295,273,22,3746,13106,506588
5/17/2020,Trentino-Alto Adige,6919,15,743,0,615,104,91,13,511,5561,124087
5/17/2020,Lazio,7446,50,622,6,3910,1224,1150,74,2686,2914,206166
5/17/2020,Marche,6667,25,984,2,2565,169,151,18,2396,3118,88656
5/17/2020,Toscana,9948,35,984,5,2802,281,214,67,2521,6162,204022
5/17/2020,Umbria,1424,2,73,0,78,27,25,2,51,1273,55956
5/17/2020,Abruzzo,3186,8,385,2,1422,199,193,6,1223,1379,57217
5/17/2020,Basilicata,392,2,27,0,104,30,29,1,74,261,22167
5/17/2020,Calabria,1151,0,95,0,422,58,56,2,364,634,55304
5/17/2020,Campania,4684,16,396,0,1696,359,342,17,1337,2592,139787
5/17/2020,Molise,411,1,22,0,216,13,11,2,203,173,11085
5/17/2020,Puglia,4379,5,470,7,2017,284,263,21,1733,1892,91035
5/17/2020,Sardegna,1353,1,125,0,405,86,76,10,319,823,42249
5/17/2020,Sicilia,3388,6,267,2,1555,158,145,13,1397,1566,117426
5/17/2020,NA,225435,675,31908,145,68351,11073,10311,762,57278,125176,3004960
5/16/2020,Lombardia,84518,399,15450,39,27679,4789,4521,268,22890,41389,564550
5/16/2020,Liguria,9111,51,1346,10,2533,395,369,26,2138,5232,78068
5/16/2020,Piemonte,29483,137,3594,37,10702,1662,1562,100,9040,15187,245075
5/16/2020,Valle d'Aosta,1173,1,142,0,75,33,33,0,42,956,11835
5/16/2020,Emilia-Romagna,27182,72,3960,17,5852,852,740,112,5000,17370,258274
5/16/2020,Friuli Venezia Giulia,3183,8,319,1,680,82,79,3,598,2184,101694
5/16/2020,Veneto,18928,39,1783,21,4162,310,290,20,3852,12983,497045
5/16/2020,Trentino-Alto Adige,6904,8,743,2,688,105,92,13,583,5473,119086
5/16/2020,Lazio,7396,32,616,12,4022,1232,1156,76,2790,2758,201938
5/16/2020,Marche,6642,23,982,5,2657,171,154,17,2486,3003,87211
5/16/2020,Toscana,9913,30,979,3,2943,300,234,66,2643,5991,200703
5/16/2020,Umbria,1422,0,73,0,81,27,25,2,54,1268,55170
5/16/2020,Abruzzo,3178,30,383,2,1423,202,195,7,1221,1372,55672
5/16/2020,Basilicata,390,1,27,0,113,30,29,1,83,250,21496
5/16/2020,Calabria,1151,7,95,0,474,58,56,2,416,582,54091
5/16/2020,Campania,4668,14,396,0,1710,367,351,16,1343,2562,136261
5/16/2020,Molise,410,3,22,0,215,10,8,2,205,173,10859
5/16/2020,Puglia,4374,8,463,2,2104,294,272,22,1810,1807,89611
5/16/2020,Sardegna,1352,4,125,0,415,85,75,10,330,812,41257
5/16/2020,Sicilia,3382,8,265,2,1659,171,159,12,1488,1458,114963
5/16/2020,NA,224760,875,31763,153,70187,11175,10400,775,59012,122810,2944859
5/15/2020,Lombardia,84119,299,15411,115,27746,4981,4705,276,22765,40962,550405
5/15/2020,Liguria,9060,65,1336,7,2603,416,385,31,2187,5121,76012
5/15/2020,Piemonte,29346,137,3557,64,11113,1701,1593,108,9412,14676,239507
5/15/2020,Valle d'Aosta,1172,6,142,1,77,37,37,0,40,953,11413
5/15/2020,Emilia-Romagna,27110,54,3943,13,6001,877,763,114,5124,17166,253497
5/15/2020,Friuli Venezia Giulia,3175,14,318,1,741,83,80,3,658,2116,100400
5/15/2020,Veneto,18889,44,1762,19,4439,335,311,24,4104,12688,484639
5/15/2020,Trentino-Alto Adige,6896,3,741,3,765,117,103,14,648,5390,116639
5/15/2020,Lazio,7364,73,604,9,4088,1252,1173,79,2836,2672,197599
5/15/2020,Marche,6619,16,977,3,2795,196,178,18,2599,2847,84351
5/15/2020,Toscana,9883,24,976,3,3168,305,238,67,2863,5739,197365
5/15/2020,Umbria,1422,2,73,0,90,27,25,2,63,1259,53801
5/15/2020,Abruzzo,3148,12,381,2,1454,211,205,6,1243,1313,54028
5/15/2020,Basilicata,389,0,27,0,120,34,33,1,86,242,20851
5/15/2020,Calabria,1144,1,95,0,505,58,56,2,447,544,52701
5/15/2020,Campania,4654,15,396,2,1736,358,341,17,1378,2522,131544
5/15/2020,Molise,407,4,22,0,227,10,8,2,217,158,10468
5/15/2020,Puglia,4366,9,461,0,2181,308,285,23,1873,1724,87687
5/15/2020,Sardegna,1348,3,125,0,461,85,75,10,376,762,39844
5/15/2020,Sicilia,3374,8,263,0,1760,209,198,11,1551,1351,112929
5/15/2020,NA,223885,789,31610,242,72070,11600,10792,808,60470,120205,2875680
5/14/2020,Lombardia,83820,522,15296,111,29956,5115,4818,297,24841,38568,538243
5/14/2020,Liguria,8995,65,1329,15,2660,443,408,35,2217,5006,74248
5/14/2020,Piemonte,29209,151,3493,33,11891,1891,1775,116,10000,13825,232682
5/14/2020,Valle d'Aosta,1166,3,141,0,80,38,38,0,42,945,11100
5/14/2020,Emilia-Romagna,27056,77,3930,25,6301,983,861,122,5318,16825,248591
5/14/2020,Friuli Venezia Giulia,3161,5,317,1,770,151,149,2,619,2074,97000
5/14/2020,Veneto,18845,32,1743,31,4718,368,342,26,4350,12384,474488
5/14/2020,Trentino-Alto Adige,6893,6,738,2,885,136,120,16,749,5270,112858
5/14/2020,Lazio,7291,41,595,18,4096,1257,1178,79,2839,2600,192917
5/14/2020,Marche,6603,15,974,3,2904,207,189,18,2697,2725,82840
5/14/2020,Toscana,9859,30,973,9,3388,337,269,68,3051,5498,193182
5/14/2020,Umbria,1420,1,73,1,92,27,26,1,65,1255,52247
5/14/2020,Abruzzo,3136,9,379,4,1482,221,215,6,1261,1275,52860
5/14/2020,Basilicata,389,0,27,0,127,35,34,1,92,235,20285
5/14/2020,Calabria,1143,3,95,2,524,61,59,2,463,524,51050
5/14/2020,Campania,4639,9,394,0,1765,406,387,19,1359,2480,127938
5/14/2020,Molise,403,2,22,0,229,11,10,1,218,152,10227
5/14/2020,Puglia,4357,9,461,1,2253,320,296,24,1933,1643,85577
5/14/2020,Sardegna,1345,0,125,5,465,86,76,10,379,755,38034
5/14/2020,Sicilia,3366,12,263,1,1854,215,203,12,1639,1249,111137
5/14/2020,NA,223096,992,31368,262,76440,12308,11453,855,64132,115288,2807504
5/13/2020,Lombardia,83298,394,15185,69,30032,5314,5007,307,24718,38081,524163
5/13/2020,Liguria,8930,67,1314,13,2718,465,430,35,2253,4898,72174
5/13/2020,Piemonte,29058,169,3460,32,12491,1980,1858,122,10511,13107,224788
5/13/2020,Valle d'Aosta,1163,3,141,1,93,38,38,0,55,929,10777
5/13/2020,Emilia-Romagna,26979,50,3905,20,6502,1288,1165,123,5214,16572,243883
5/13/2020,Friuli Venezia Giulia,3156,8,316,3,779,94,92,2,685,2061,94600
5/13/2020,Veneto,18813,31,1712,26,5020,394,364,30,4626,12081,463154
5/13/2020,Trentino-Alto Adige,6887,12,736,1,986,148,132,16,838,5165,109178
5/13/2020,Lazio,7250,38,577,11,4235,1307,1224,83,2928,2438,188632
5/13/2020,Marche,6588,20,971,2,3013,231,211,20,2782,2604,80850
5/13/2020,Toscana,9829,27,964,5,3563,356,284,72,3207,5302,189026
5/13/2020,Umbria,1419,0,72,1,106,40,36,4,66,1241,50731
5/13/2020,Abruzzo,3127,12,375,5,1489,221,214,7,1268,1263,51361
5/13/2020,Basilicata,389,2,27,0,131,43,42,1,88,231,19678
5/13/2020,Calabria,1140,2,93,0,551,65,64,1,486,496,49787
5/13/2020,Campania,4630,15,394,1,1815,421,402,19,1394,2421,124370
5/13/2020,Molise,401,15,22,0,231,10,9,1,221,148,10062
5/13/2020,Puglia,4348,11,460,4,2322,337,310,27,1985,1566,83713
5/13/2020,Sardegna,1345,1,120,0,491,88,78,10,403,734,36710
5/13/2020,Sicilia,3354,11,262,1,1889,225,212,13,1664,1203,107991
5/13/2020,NA,222104,888,31106,195,78457,13065,12172,893,65392,112541,2735628
5/12/2020,Lombardia,82904,1033,15116,62,30675,5544,5222,322,25131,37113,513244
5/12/2020,Liguria,8863,31,1301,8,2779,482,447,35,2297,4783,70159
5/12/2020,Piemonte,28889,113,3428,28,13184,2036,1900,136,11148,12277,218071
5/12/2020,Valle d'Aosta,1160,2,140,1,104,45,45,0,59,916,10415
5/12/2020,Emilia-Romagna,26929,53,3885,18,6801,1520,1384,136,5281,16243,239178
5/12/2020,Friuli Venezia Giulia,3148,10,313,1,801,98,96,2,703,2034,93051
5/12/2020,Veneto,18782,41,1686,20,5190,426,393,33,4764,11906,454189
5/12/2020,Trentino-Alto Adige,6875,6,735,2,1104,152,136,16,952,5036,105715
5/12/2020,Lazio,7212,22,566,4,4273,1342,1258,84,2931,2373,185085
5/12/2020,Marche,6568,25,969,5,3208,254,230,24,2954,2391,79414
5/12/2020,Toscana,9802,15,959,9,3841,379,307,72,3462,5002,184851
5/12/2020,Umbria,1419,7,71,0,109,45,41,4,64,1239,49249
5/12/2020,Abruzzo,3115,8,370,4,1548,230,222,8,1318,1197,50295
5/12/2020,Basilicata,387,1,27,0,140,48,47,1,92,220,19100
5/12/2020,Calabria,1138,4,93,0,568,66,65,1,502,477,48420
5/12/2020,Campania,4615,13,393,1,1877,434,414,20,1443,2345,121253
5/12/2020,Molise,386,3,22,0,226,14,13,1,212,138,9981
5/12/2020,Puglia,4337,10,456,5,2421,365,334,31,2056,1460,81492
5/12/2020,Sardegna,1344,1,120,0,506,88,77,11,418,718,35476
5/12/2020,Sicilia,3343,4,261,4,1911,249,234,15,1662,1171,105017
5/12/2020,NA,221216,1402,30911,172,81266,13817,12865,952,67449,109039,2673655
5/11/2020,Lombardia,81871,364,15054,68,30411,5738,5397,341,24673,36406,492642
5/11/2020,Liguria,8832,44,1293,12,2844,522,484,38,2322,4695,68814
5/11/2020,Piemonte,28776,111,3400,33,13338,2156,2021,135,11182,12038,213783
5/11/2020,Valle d'Aosta,1158,1,139,0,107,45,44,1,62,912,10063
5/11/2020,Emilia-Romagna,26876,80,3867,22,7040,1678,1537,141,5362,15969,234619
5/11/2020,Friuli Venezia Giulia,3138,8,312,2,830,99,96,3,731,1996,90860
5/11/2020,Veneto,18741,19,1666,9,5460,438,400,38,5022,11615,445905
5/11/2020,Trentino-Alto Adige,6869,5,733,2,1182,165,147,18,1017,4954,103417
5/11/2020,Lazio,7190,25,562,5,4294,1349,1266,83,2945,2334,181398
